Gender,Age_as_of_Academic_Year_1718,Current_Year_1718,Proposed_YearGrade_1819,Previous_Curriculum_17182,Current_School,Current_Curriculum,Previous_yearGrade,Mathexam,Scienceexam_,Englishexam_,Math191_,Science191_,English191_,Math192_,Science192_,English192_,Math193_,Science193_,English193_,Math201_,Science201_,English201_,Math202_,Science202_,English202_,Math203_,Science203_,English203_,average,class
1,8,7,8,1,1,1,1,67.5,82.5,75.0,80.2,91.3,85.6,100.0,91.3,91.3,69.8,83,33.3,93.1,88.1,93.1,100.0,58.0,58.0,59.3,78.6,56.6,77.88571428571426,1
1,8,7,8,1,1,1,1,75.0,95.0,85.0,80.2,87.6,61.7,100.0,87.6,87.6,85.0,67,95.2,89.9,89.7,89.9,100.0,63.6,63.6,85.6,77.6,68.8,82.64761904761905,0
0,7,7,8,1,1,1,1,62.5,97.5,87.5,92.6,73.3,91.3,98.6,88.3,88.3,77.7,60,87.5,61.7,89.0,61.7,100.0,61.0,61.0,76.8,69.6,95.5,80.06666666666666,0
0,7,7,8,1,1,1,1,90.0,52.5,85.0,92.6,90.5,87.6,89.5,84.5,84.5,82.7,64,85.7,91.3,92.0,91.3,95.5,56.6,56.6,75.2,80.5,96.3,82.11428571428571,0
1,7,7,8,1,1,1,1,85.0,70.0,82.5,68.8,88.4,73.3,83.3,85.6,85.6,77.2,96,70.6,87.6,92.0,87.6,96.3,68.8,68.8,78.6,78.5,100.0,82.1190476190476,0
0,8,7,8,1,1,1,1,95.0,72.5,95.0,80.7,69.8,90.5,100.0,88.3,88.3,80.0,96,75.0,73.3,92.0,73.3,100.0,78.0,62.7,77.6,77.8,100.0,84.08571428571427,0
1,8,7,8,1,1,1,1,82.5,62.5,72.5,75.6,85.0,88.4,100.0,79.2,79.2,78.0,100,86.6,87.0,88.0,90.5,100.0,90.8,61.7,69.6,65.4,100.0,82.97619047619048,0
0,8,7,8,1,1,1,1,65.0,70.0,65.0,68.7,77.7,69.8,100.0,93.1,93.1,78.0,100,100.0,88.4,100.0,88.4,100.0,90.3,91.3,80.5,68.4,98.6,85.06190476190477,0
0,8,7,8,1,1,1,1,52.5,70.0,75.0,79.2,82.7,85.0,100.0,89.9,89.9,79.4,100,100.0,69.8,100.0,69.8,98.6,79.2,87.6,78.5,67.5,85.0,82.83809523809522,0
0,7,7,8,1,1,1,1,50.0,72.5,77.5,74.7,88.2,77.7,95.5,61.7,61.7,79.3,99,100.0,85.0,33.3,85.0,85.0,93.1,88.3,77.8,58.0,89.1,77.73333333333332,1
0,8,7,8,1,1,1,1,75.0,87.5,85.0,77.5,87.5,82.7,96.3,91.3,91.3,80.0,85,75.0,77.7,66.7,77.7,89.1,89.9,84.5,65.4,63.6,87.3,81.71428571428571,0
1,7,7,8,1,1,1,1,82.5,72.5,95.0,92.2,73.8,88.2,100.0,87.6,87.6,92.4,89,84.6,82.7,52.4,82.7,87.3,61.7,85.6,68.4,61.0,93.4,81.93333333333335,0
0,8,7,8,1,1,1,1,55.0,62.5,72.5,89.5,81.4,87.5,100.0,73.3,73.3,90.1,87,80.0,88.2,100.0,88.2,93.4,91.3,88.3,67.5,56.6,88.8,81.63809523809523,0
1,8,7,8,1,1,1,1,72.5,70.0,65.0,83.3,80.0,73.8,100.0,90.5,90.5,82.6,93,100.0,87.5,100.0,87.5,88.8,87.6,79.2,58.0,68.8,88.2,83.18095238095238,0
0,8,7,8,1,1,1,1,65.0,70.0,75.0,83.3,83.2,81.4,98.6,88.4,88.4,100.0,89,95.2,73.8,100.0,73.8,89.7,88.3,93.1,63.6,80.0,87.5,84.15714285714284,0
1,7,7,8,1,1,1,1,67.5,72.5,77.5,78.0,84.5,80.0,64.0,69.8,69.8,100.0,90,95.8,81.4,100.0,81.4,94.8,84.5,89.9,61.0,78.0,73.8,80.67619047619048,0
1,8,7,8,1,1,1,1,82.5,72.5,95.0,90.8,85.6,83.2,64.0,85.0,85.0,44.4,95,80.0,80.0,100.0,80.0,92.4,85.6,61.7,56.6,78.0,81.4,79.93809523809524,1
1,8,7,8,1,1,1,1,55.0,62.5,72.5,90.3,78.0,84.5,62.3,77.7,87.6,75.0,92,77.3,83.2,100.0,83.2,92.9,88.3,91.3,68.8,79.4,80.0,80.08571428571429,0
0,8,7,8,1,1,1,1,72.5,70.0,65.0,79.2,90.8,85.6,72.9,82.7,73.3,61.9,93,77.8,84.5,88.4,84.5,90.1,79.2,87.6,62.7,79.3,83.2,79.24761904761904,1
0,8,7,8,1,1,1,1,65.0,70.0,75.0,93.1,90.3,78.0,67.3,88.2,90.5,44.4,90,88.0,85.6,71.0,85.6,100.0,93.1,73.3,64.0,80.0,82.6,79.76190476190474,1
1,8,7,8,1,1,1,1,67.5,72.5,77.5,89.9,79.2,90.8,63.0,87.5,88.4,66.7,90,87.3,88.3,89.9,78.0,100.0,89.9,90.5,56.3,92.4,93.3,82.8047619047619,0
0,8,7,8,1,1,1,1,75.0,55.0,85.0,61.7,93.1,90.3,80.2,73.8,69.8,57.1,62,92.9,79.2,89.0,90.8,100.0,61.7,88.4,71.0,90.1,93.3,79.01904761904761,1
1,8,7,8,1,1,1,1,87.5,52.5,82.5,91.3,89.9,79.2,63.0,81.4,85.0,100.0,91,92.2,93.1,75.7,90.3,100.0,91.3,69.8,64.7,82.6,68.8,82.46666666666667,0
0,7,7,8,1,1,1,1,82.5,60.0,77.5,87.6,61.7,93.1,65.7,80.0,77.7,100.0,88,75.7,89.9,92.4,79.2,95.5,87.6,85.0,61.0,93.3,83.7,81.76666666666668,0
0,8,7,8,1,1,1,1,52.5,65.0,60.0,88.3,91.3,89.9,64.0,83.2,82.7,100.0,88,83.4,61.7,88.5,93.1,96.3,73.3,77.7,74.2,93.3,77.3,80.17619047619047,0
0,8,7,8,1,1,1,1,55.0,72.5,62.5,84.5,87.6,61.7,64.0,84.5,88.2,80.2,85,79.7,91.3,68.7,89.9,100.0,90.5,82.7,70.6,68.8,88.1,78.85714285714286,1
1,8,7,8,1,1,1,1,70.0,70.0,95.0,85.6,88.3,91.3,62.3,85.6,87.5,89.9,86,89.7,87.6,92.3,61.7,100.0,88.4,88.2,63.4,83.7,89.7,83.62857142857145,0
1,9,7,8,1,1,1,1,85.0,72.5,72.5,88.3,84.5,87.6,72.9,78.0,73.8,61.7,88,95.3,73.3,89.4,91.3,100.0,69.8,87.5,78.0,77.3,89.0,81.69999999999999,0
0,7,7,8,1,1,1,1,82.5,85.0,70.0,79.2,85.6,88.3,67.3,90.8,81.4,91.3,79,94.6,90.5,88.3,87.6,98.6,85.0,73.8,70.7,88.1,92.0,84.26666666666665,0
0,7,7,8,1,1,1,1,95.0,37.5,85.0,93.1,88.3,84.5,63.0,90.3,80.0,87.6,93,77.7,88.4,83.4,88.3,100.0,77.7,81.4,69.5,89.7,64.0,81.7809523809524,0
0,8,7,8,1,1,1,1,72.5,82.5,82.5,89.9,79.2,85.6,0.0,79.2,83.2,73.3,90,82.7,78.0,84.8,84.5,100.0,82.7,80.0,61.7,89.0,56.3,77.02857142857144,1
1,7,7,8,1,1,1,1,65.0,80.0,95.0,61.7,93.1,88.3,63.0,93.1,84.5,90.5,62,33.3,90.8,87.9,85.6,98.6,88.2,83.2,91.3,92.0,71.0,80.86190476190475,0
1,8,7,8,1,1,1,1,75.0,62.5,72.5,91.3,89.9,91.3,65.7,89.9,85.6,88.4,91,83.3,90.3,100.0,88.3,89.5,87.5,84.5,87.6,92.0,64.7,84.32380952380952,0
1,8,7,8,1,1,1,1,77.5,70.0,65.0,87.6,61.7,87.6,100.0,61.7,78.0,77.2,88,66.7,79.2,90.9,79.2,83.3,73.8,85.6,88.3,92.0,56.3,78.55238095238094,1
1,8,7,8,1,1,1,1,50.0,82.5,75.0,73.3,91.3,89.9,100.0,91.3,90.8,80.0,73,60.0,93.1,91.3,93.1,100.0,81.4,78.0,84.5,88.0,71.0,82.73809523809523,0
0,8,7,8,1,1,1,1,85.0,80.0,77.5,90.5,87.6,61.7,44.4,87.6,90.3,78.0,91,63.6,89.9,83.3,89.9,100.0,80.0,90.8,85.6,100.0,64.7,81.97142857142858,0
0,8,7,8,1,1,1,1,82.5,80.0,50.0,88.4,73.3,91.3,75.0,88.3,79.2,78.0,88,87.6,61.7,95.0,61.7,100.0,83.2,90.3,88.3,100.0,61.0,81.08571428571429,0
1,8,7,8,1,1,1,1,80.0,75.0,85.0,69.8,90.5,87.6,61.9,84.5,93.1,79.4,70,73.3,91.3,92.3,91.3,100.0,84.5,79.2,79.2,33.3,74.2,79.78095238095237,1
0,9,7,8,1,1,1,1,75.0,95.0,82.5,85.0,88.4,77.7,44.4,85.6,89.9,79.3,85,90.5,87.6,33.3,87.6,95.5,85.6,93.1,93.1,66.7,70.6,80.54285714285712,0
0,8,7,8,1,1,1,1,95.0,60.0,80.0,77.7,69.8,82.7,66.7,88.3,61.7,80.0,78,88.4,88.3,95.2,73.3,96.3,78.0,89.9,89.9,52.4,63.4,78.80952380952382,1
0,7,7,8,1,1,1,1,60.0,70.0,75.0,82.7,85.0,88.2,57.1,79.2,91.3,92.4,83,69.8,84.5,87.5,90.5,100.0,90.8,61.7,61.7,100.0,78.0,80.39999999999999,0
0,8,7,8,1,1,1,1,70.0,72.5,95.0,88.2,77.7,87.5,100.0,93.1,87.6,90.1,90,85.0,85.6,85.7,88.4,100.0,90.3,91.3,91.3,100.0,70.7,87.61904761904762,0
1,8,7,8,1,1,1,1,72.5,85.0,60.0,87.5,82.7,73.8,100.0,89.9,88.3,82.6,83,87.6,88.3,70.6,69.8,100.0,79.2,87.6,87.6,100.0,69.5,83.1190476190476,0
1,8,7,8,1,1,1,1,85.0,37.5,70.0,73.8,88.2,81.4,100.0,61.7,84.5,92.6,67,73.3,79.2,75.0,85.0,98.6,93.1,88.3,73.3,100.0,61.7,79.48571428571428,1
1,8,7,8,1,1,1,1,37.5,82.5,72.5,81.4,87.5,80.0,80.2,91.3,85.6,92.6,60,90.5,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100.0,91.3,82.5904761904762,0
1,9,7,8,1,1,1,1,82.5,80.0,85.0,80.0,73.8,83.2,80.2,87.6,61.7,68.8,64,88.4,89.9,100.0,82.7,74.7,61.7,85.6,88.4,100.0,87.6,81.22857142857144,0
1,8,7,8,1,1,1,1,80.0,72.5,37.5,83.2,81.4,84.5,92.6,73.3,91.3,80.7,63,69.8,61.7,100.0,88.2,77.5,91.3,88.3,69.8,88.4,88.3,79.20476190476191,1
0,8,7,8,1,1,1,1,62.5,85.0,82.5,84.5,80.0,85.6,92.6,90.5,87.6,75.6,40,85.0,91.3,100.0,87.5,92.2,87.6,79.2,85.0,71.0,84.5,82.36666666666667,0
0,8,7,8,1,1,1,1,70.0,37.5,80.0,85.6,83.2,92.3,68.8,88.4,73.3,68.7,77,87.6,87.6,75.0,73.8,89.5,88.3,93.1,77.7,89.9,85.6,79.66190476190475,1
1,8,7,8,1,1,1,1,52.5,82.5,62.5,88.3,84.5,33.3,80.7,69.8,90.5,79.2,70,73.3,73.3,84.6,81.4,83.3,84.5,89.9,82.7,89.0,88.3,77.33809523809525,1
0,8,7,8,1,1,1,1,50.0,80.0,70.0,79.2,85.6,95.2,75.6,85.0,88.4,74.7,67,90.5,90.5,80.0,80.0,100.0,85.6,61.7,79.2,75.7,79.2,79.67142857142856,1
0,8,7,8,1,1,1,1,77.5,62.5,80.0,93.1,78.0,87.5,68.7,77.7,69.8,77.5,59,88.4,88.4,100.0,83.2,100.0,88.3,91.3,74.7,92.4,93.1,82.43333333333332,0
0,8,7,8,1,1,1,1,90.0,70.0,75.0,89.9,90.8,85.7,90.1,85.6,88.2,92.2,86,69.8,69.8,95.2,84.5,100.0,79.2,87.6,77.5,88.5,89.9,85.02380952380953,0
1,8,7,8,1,1,1,1,85.0,80.0,95.0,61.7,90.3,70.6,89.9,78.0,87.5,89.5,77,85.0,85.0,95.8,85.6,100.0,93.1,73.3,92.2,68.7,61.7,83.09047619047618,0
1,7,7,8,1,1,1,1,85.0,75.0,60.0,91.3,79.2,75.0,61.7,90.8,73.8,83.3,75,78.6,77.7,80.0,78.0,95.5,89.9,90.5,89.5,92.3,91.3,81.5904761904762,0
1,8,7,8,1,1,1,1,75.0,95.0,70.0,87.6,93.1,86.6,91.3,90.3,81.4,100.0,79,77.6,82.7,77.3,90.8,96.3,61.7,88.4,83.3,89.4,87.6,84.97142857142856,0
1,8,7,8,1,1,1,1,87.5,60.0,72.5,73.3,89.9,100.0,87.6,79.2,80.0,100.0,78,69.6,77.2,77.8,90.3,100.0,91.3,69.8,100.0,88.3,73.3,83.12380952380951,0
1,8,7,8,1,1,1,1,80.0,70.0,82.5,90.5,61.7,100.0,88.3,93.1,83.2,100.0,70,80.5,80.0,88.0,79.2,100.0,87.6,85.0,100.0,83.4,90.5,85.40476190476191,0
1,8,7,8,1,1,1,1,82.5,72.5,95.0,88.4,91.3,100.0,84.5,89.9,84.5,100.0,81,78.5,78.0,87.3,93.1,100.0,73.3,77.7,100.0,84.8,88.4,87.17619047619047,0
0,8,7,8,1,1,1,1,55.0,62.5,72.5,78.0,87.6,75.0,85.6,61.7,85.6,95.5,79,77.8,78.0,92.9,89.9,98.6,90.5,82.7,100.0,87.9,69.8,81.24285714285715,0
1,7,7,8,1,1,1,1,72.5,70.0,65.0,90.8,88.3,84.6,88.3,91.3,84.5,96.3,78,65.4,79.4,92.2,61.7,85.0,88.4,88.2,95.5,100.0,85.0,83.35238095238095,0
1,8,7,8,1,1,1,1,65.0,70.0,75.0,90.3,84.5,80.0,79.2,87.6,85.6,100.0,65,68.4,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7,81.34285714285714,0
0,8,7,8,1,1,1,1,67.5,72.5,77.5,79.2,85.6,100.0,93.1,88.3,88.3,100.0,68,67.5,80.0,83.4,87.6,87.3,85.0,73.8,100.0,91.3,82.7,83.74285714285713,0
1,8,7,8,1,1,1,1,82.5,72.5,95.0,93.1,88.3,95.2,89.9,93.1,79.2,100.0,68,58.0,92.4,79.7,88.3,93.4,77.7,81.4,100.0,83.3,79.2,85.24761904761905,0
1,8,7,8,1,1,1,1,55.0,62.5,72.5,89.9,79.2,95.8,61.7,89.9,93.1,98.6,58,63.6,90.1,89.7,84.5,88.8,82.7,80.0,100.0,95.0,74.7,81.20476190476191,0
0,8,7,8,1,1,1,1,72.5,70.0,65.0,61.7,93.1,80.0,91.3,61.7,89.9,85.0,64,61.0,82.6,95.3,85.6,89.7,88.2,83.2,98.6,92.3,77.5,80.39047619047618,0
1,9,8,9,1,1,1,1,65.0,70.0,75.0,91.3,89.9,77.3,87.6,91.3,61.7,89.1,61,56.6,89.9,94.6,88.3,94.8,87.5,84.5,85.0,33.3,92.2,79.32857142857142,1
1,10,8,9,1,1,1,1,67.5,72.5,77.5,87.6,61.7,77.8,73.3,87.6,91.3,87.3,57,68.8,61.7,73.8,79.2,92.4,73.8,85.6,89.1,95.2,89.5,78.58095238095237,1
0,9,8,9,1,1,1,1,70.0,37.5,80.0,88.3,91.3,88.0,90.5,93.1,87.6,93.4,69,78.6,91.3,83.0,93.1,92.9,81.4,78.0,87.3,87.5,83.3,83.10000000000001,0
1,10,8,9,1,1,1,1,52.5,82.5,62.5,84.5,87.6,87.3,88.4,89.9,73.3,88.8,63,77.6,87.6,81.3,89.9,90.1,80.0,90.8,93.4,85.7,100.0,82.7,0
1,9,8,9,1,1,1,1,50.0,80.0,70.0,85.6,73.3,92.9,69.8,61.7,90.5,89.7,40,69.6,73.3,86.7,61.7,100.0,83.2,83.2,88.8,70.6,100.0,77.17142857142858,1
0,9,8,9,1,1,1,1,77.5,62.5,80.0,88.3,90.5,92.2,85.0,91.3,88.4,94.8,77,80.5,90.5,93.3,91.3,100.0,84.5,84.5,89.7,75.0,100.0,86.5142857142857,0
1,9,8,9,1,1,1,1,90.0,70.0,75.0,79.2,88.4,75.7,77.7,87.6,69.8,92.4,70,78.5,88.4,93.3,87.6,100.0,85.6,85.6,94.8,86.6,100.0,84.58095238095237,0
0,9,8,9,1,1,1,1,85.0,80.0,95.0,93.1,69.8,83.4,82.7,89.9,85.0,92.9,67,77.8,69.8,68.8,73.3,100.0,78.0,78.0,92.4,100.0,95.5,83.68571428571428,0
1,10,8,9,1,1,1,1,85.0,75.0,60.0,89.9,85.0,79.7,33.3,61.7,77.7,90.1,59,65.4,85.0,83.7,90.5,95.5,90.8,90.8,92.9,100.0,83.3,79.72857142857143,1
1,9,8,9,1,1,1,1,75.0,95.0,70.0,61.7,77.7,89.7,83.3,91.3,82.7,100.0,86,68.4,77.7,77.3,88.4,96.3,90.3,90.3,90.1,100.0,100.0,85.29523809523809,0
1,9,8,9,1,1,1,1,87.5,60.0,72.5,91.3,82.7,95.3,66.7,87.6,33.3,100.0,77,67.5,82.7,88.1,69.8,100.0,79.2,79.2,100.0,75.0,100.0,80.73333333333333,0
1,9,8,9,1,1,1,1,80.0,70.0,82.5,87.6,88.2,94.6,60.0,77.7,83.3,100.0,75,58.0,77.2,89.7,85.0,100.0,93.1,93.1,100.0,84.6,100.0,84.74285714285713,0
1,9,8,9,1,1,1,1,82.5,72.5,95.0,73.3,87.5,77.7,63.6,82.7,66.7,100.0,79,63.6,80.0,89.0,77.7,100.0,89.9,89.9,100.0,80.0,100.0,83.36190476190478,0
1,9,8,9,1,1,1,1,55.0,62.5,72.5,90.5,73.8,82.7,62.5,88.2,60.0,95.5,78,61.0,78.0,92.0,82.7,98.6,61.7,61.7,100.0,100.0,95.5,78.68571428571428,1
0,9,8,9,1,1,1,1,72.5,70.0,65.0,88.4,81.4,33.3,40.0,87.5,63.6,96.3,70,56.6,78.0,92.0,88.2,100.0,91.3,91.3,95.5,95.2,96.3,78.68571428571428,1
0,9,8,9,1,1,1,1,65.0,70.0,75.0,69.8,80.0,83.3,77.3,73.8,95.5,100.0,81,68.8,79.4,92.0,87.5,100.0,87.6,87.6,96.3,95.8,100.0,84.08095238095237,0
1,9,8,9,1,1,1,1,67.5,72.5,77.5,85.0,83.2,66.7,70.4,81.4,96.3,100.0,79,95.5,79.3,88.0,73.8,98.6,88.3,88.3,100.0,80.0,100.0,84.34761904761903,0
1,9,8,9,1,1,1,1,70.0,37.5,80.0,77.7,84.5,60.0,67.2,80.0,100.0,100.0,78,96.3,80.0,82.6,81.4,89.5,84.5,84.5,100.0,77.3,100.0,81.47619047619048,0
1,9,8,9,1,1,1,1,52.5,82.5,62.5,82.7,85.6,63.6,59.3,83.2,100.0,98.6,65,100.0,92.4,100.0,80.0,83.3,85.6,85.6,100.0,77.8,98.6,82.79999999999998,0
0,9,8,9,1,1,1,1,50.0,80.0,70.0,77.2,84.5,91.3,85.6,84.5,100.0,100.0,68,100.0,90.1,100.0,83.2,100.0,88.3,88.3,98.6,88.0,85.0,86.31428571428572,0
1,10,8,9,1,1,1,1,77.5,62.5,80.0,80.0,85.6,87.6,76.8,85.6,98.6,100.0,68,100.0,82.6,44.4,84.5,100.0,79.2,79.2,100.0,87.3,89.1,83.26190476190476,0
0,9,8,9,1,1,1,1,90.0,70.0,75.0,78.0,88.3,89.9,75.2,92.3,85.0,98.6,58,98.6,100.0,75.0,85.6,100.0,93.1,93.1,100.0,92.9,87.3,86.94761904761904,0
1,8,8,9,1,1,1,1,85.0,80.0,95.0,78.0,79.2,61.7,78.6,33.3,89.1,89.5,64,85.0,100.0,61.9,78.0,100.0,89.9,89.9,98.6,92.2,93.4,82.01428571428572,0
1,9,8,9,1,1,1,1,85.0,75.0,60.0,79.4,93.1,91.3,77.6,95.2,87.3,83.3,61,89.1,44.4,44.4,90.8,95.5,61.7,61.7,89.5,75.7,88.8,77.60952380952381,1
1,10,8,9,1,1,1,1,75.0,95.0,70.0,79.3,89.9,87.6,69.6,87.5,93.4,100.0,57,87.3,75.0,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7,83.75714285714285,0
1,9,8,9,1,1,1,1,87.5,60.0,72.5,91.3,92.3,91.3,80.5,85.7,88.8,100.0,69,93.4,61.9,57.1,79.2,100.0,87.6,87.6,100.0,79.7,94.8,83.81904761904761,0
1,8,8,9,1,1,1,1,80.0,70.0,82.5,87.6,33.3,87.6,78.5,70.6,89.7,100.0,81,88.8,44.4,100.0,93.1,100.0,73.3,73.3,100.0,89.7,92.4,81.70476190476191,0
1,9,8,9,1,1,1,1,82.5,72.5,95.0,88.3,95.2,73.3,77.8,75.0,94.8,100.0,80,88.2,66.7,100.0,89.9,100.0,90.5,90.5,100.0,95.3,92.9,88.01904761904763,0
0,9,8,9,1,1,1,1,55.0,62.5,72.5,84.5,87.5,90.5,65.4,86.6,92.4,95.5,83,87.5,57.1,100.0,61.7,98.6,88.4,88.4,100.0,94.6,90.1,82.94285714285714,0
0,9,8,9,1,1,1,1,72.5,70.0,65.0,85.6,85.7,88.4,68.4,100.0,92.9,96.3,85,73.8,100.0,80.2,91.3,64.0,69.8,69.8,95.5,73.8,100.0,82.28571428571428,0
0,9,8,9,1,1,1,1,65.0,70.0,75.0,88.3,70.6,69.8,67.5,100.0,90.1,100.0,86,81.4,100.0,89.9,87.6,64.0,85.0,85.0,96.3,83.0,100.0,83.54761904761905,0
0,10,8,9,1,1,1,1,67.5,72.5,77.5,79.2,75.0,85.0,58.0,100.0,89.9,100.0,85,80.0,100.0,61.7,88.3,62.3,77.7,87.6,100.0,81.3,100.0,82.3095238095238,0
1,10,8,9,1,1,1,1,70.0,37.5,80.0,93.1,86.6,77.7,63.6,75.0,61.7,100.0,86,83.2,80.2,91.3,84.5,72.9,82.7,73.3,100.0,86.7,100.0,80.28571428571429,0
0,9,8,9,1,1,1,1,52.5,82.5,62.5,89.9,100.0,82.7,61.0,84.6,91.3,98.6,88,84.5,89.9,83.3,85.6,67.3,88.2,90.5,100.0,93.3,95.5,84.36666666666666,0
1,9,8,9,1,1,1,1,50.0,80.0,70.0,61.7,100.0,88.2,56.6,80.0,87.6,85.0,61,85.6,61.7,100.0,88.3,63.0,87.5,88.4,98.6,93.3,96.3,80.13333333333333,0
1,9,8,9,1,1,1,1,77.5,62.5,80.0,91.3,100.0,87.5,68.8,100.0,88.3,89.1,57,84.5,91.3,100.0,79.2,80.2,73.8,69.8,79.2,68.8,100.0,82.32380952380952,0
0,9,8,9,1,1,1,1,90.0,70.0,75.0,87.6,75.0,73.8,62.7,95.2,84.5,87.3,69,85.6,87.6,100.0,93.1,63.0,81.4,85.0,74.7,83.7,100.0,82.1047619047619,0
0,9,8,9,1,1,1,1,85.0,80.0,95.0,73.3,84.6,81.4,64.0,95.8,85.6,93.4,61,88.3,73.3,100.0,89.9,65.7,80.0,77.7,77.5,77.3,100.0,82.32380952380952,0
1,9,8,9,1,1,1,1,85.0,75.0,60.0,90.5,80.0,80.0,56.3,80.0,88.3,88.8,57,79.2,90.5,95.5,61.7,64.0,83.2,82.7,92.2,88.1,98.6,79.83809523809524,1
1,9,8,9,1,1,1,1,75.0,95.0,70.0,88.4,100.0,83.2,71.0,77.3,79.2,89.7,69,93.1,88.4,96.3,91.3,64.0,84.5,88.2,89.5,89.7,100.0,84.8952380952381,0
1,9,8,9,1,1,1,1,87.5,60.0,72.5,69.8,95.2,84.5,64.7,77.8,93.1,94.8,61,89.9,77.2,100.0,87.6,62.3,85.6,87.5,83.3,89.0,100.0,82.06190476190474,0
0,9,8,9,1,1,1,1,80.0,70.0,82.5,85.0,95.8,85.6,61.0,88.0,89.9,92.4,57,61.7,80.0,100.0,73.3,72.9,78.0,73.8,100.0,92.0,98.6,81.78571428571429,0
1,9,8,9,1,1,1,1,82.5,72.5,95.0,77.7,80.0,78.0,74.2,87.3,61.7,92.9,69,91.3,78.0,100.0,90.5,67.3,90.8,81.4,100.0,92.0,89.5,83.4095238095238,0
1,10,8,9,1,1,1,1,55.0,62.5,72.5,82.7,77.3,90.8,70.6,92.9,91.3,90.1,88,87.6,78.0,98.6,88.4,63.0,90.3,80.0,100.0,92.0,83.3,82.61428571428571,0
1,9,8,9,1,1,1,1,72.5,70.0,65.0,77.2,77.8,90.3,63.4,92.2,87.6,89.9,73,73.3,79.4,85.0,69.8,79.2,79.2,83.2,100.0,88.0,100.0,80.76190476190476,0
1,9,8,9,1,1,1,1,65.0,70.0,75.0,80.0,88.0,79.2,78.0,75.7,73.3,61.7,91,90.5,79.3,89.1,85.0,63.0,93.1,84.5,95.5,82.6,100.0,80.92857142857142,0
1,9,8,9,1,1,1,1,67.5,72.5,77.5,78.0,87.3,93.1,70.7,83.4,90.5,91.3,88,88.4,80.0,87.3,77.7,65.7,89.9,85.6,96.3,100.0,100.0,84.31904761904761,0
1,8,8,9,1,1,1,1,70.0,37.5,80.0,78.0,92.9,89.9,69.5,79.7,88.4,87.6,70,69.8,92.4,93.4,82.7,100.0,61.7,78.0,100.0,100.0,100.0,81.97619047619048,0
1,10,8,9,1,1,1,1,52.5,82.5,62.5,79.4,92.2,61.7,61.7,89.7,69.8,88.3,85,85.0,90.1,88.8,88.2,100.0,91.3,90.8,100.0,44.4,95.5,80.92380952380952,0
1,9,8,9,1,1,1,1,50.0,80.0,70.0,79.3,75.7,91.3,91.3,95.3,85.0,84.5,93,77.7,82.6,89.7,87.5,44.4,87.6,90.3,100.0,75.0,96.3,82.21428571428571,0
1,9,8,9,1,1,1,1,77.5,62.5,80.0,80.0,83.4,87.6,87.6,94.6,77.7,85.6,90,82.7,92.6,94.8,73.8,75.0,88.3,79.2,98.6,61.9,100.0,83.4952380952381,0
0,10,8,9,1,1,1,1,90.0,70.0,75.0,92.4,79.7,88.3,88.3,77.7,82.7,88.3,62,33.3,92.6,92.4,81.4,61.9,84.5,93.1,85.0,44.4,100.0,79.1904761904762,1
0,8,8,9,1,1,1,1,85.0,80.0,95.0,90.1,89.7,84.5,84.5,82.7,89.7,79.2,91,83.3,68.8,92.9,80.0,44.4,85.6,89.9,89.1,66.7,100.0,83.43333333333334,0
1,9,8,9,1,1,1,1,85.0,75.0,60.0,82.6,95.3,85.6,85.6,33.3,83.3,93.1,88,66.7,80.7,90.1,83.2,66.7,88.3,61.7,87.3,57.1,98.6,78.43809523809523,1
1,9,8,9,1,1,1,1,75.0,95.0,70.0,89.9,94.6,88.3,88.3,83.3,66.7,89.9,73,60.0,75.6,100.0,84.5,57.1,79.2,91.3,93.4,100.0,61.7,81.75238095238095,0
1,9,8,9,1,1,1,1,87.5,60.0,72.5,61.7,73.8,79.2,79.2,66.7,60.0,61.7,91,63.6,68.7,100.0,85.6,100.0,93.1,87.6,88.8,100.0,91.3,79.6190476190476,1
1,9,8,9,1,1,1,1,80.0,70.0,82.5,91.3,83.0,93.1,93.1,60.0,63.6,91.3,88,95.5,79.2,100.0,78.0,100.0,89.9,88.3,89.7,100.0,87.6,85.9095238095238,0
1,8,8,9,1,1,1,1,82.5,72.5,95.0,87.6,81.3,89.9,89.9,63.6,62.5,87.6,70,96.3,74.7,100.0,90.8,100.0,61.7,84.5,94.8,80.2,73.3,82.79523809523809,0
1,10,8,9,1,1,1,1,55.0,62.5,72.5,73.3,86.7,61.7,61.7,62.5,40.0,73.3,85,100.0,77.5,83.3,90.3,80.2,91.3,85.6,92.4,89.9,90.5,76.91428571428571,1
1,9,8,9,1,1,1,1,72.5,70.0,65.0,90.5,93.3,91.3,91.3,40.0,77.3,90.5,78,100.0,92.2,100.0,79.2,80.2,87.6,61.7,92.9,61.7,88.4,81.12380952380953,0
0,9,8,9,1,1,1,1,65.0,70.0,75.0,88.4,93.3,87.6,87.6,70.4,70.4,88.4,83,100.0,89.5,100.0,93.1,92.6,73.3,91.3,90.1,91.3,69.8,84.29047619047617,0
